nr_empenho;nr_liquidac;dia;mes;ano;valor;operacao;historico;existe_contrato;nr_contrato_tce;nr_contrato;ano_contrato;existe_nf;nr_nf;serie_nf;tipo_contrato
0201902000182;00000000000000001109;1;3;2019;499,50;000000000000000000000000000000;"SINAL DE INTERNET COM FIBRA OPTICA JUNTO A CAMARA DE VEREADORES NO EXERCICIO 2019 CONF RD 004 EM ANEXO.   VALOR MENSAL = R$ 99,90";N;0;"                    ";0;S;1042;"1  ";X
0201902001166;00000000000000001135;27;2;2019;37.614,50;000000000000000000000000000000;"CONTRIB. PATRONAL AO INSS REF REMUNERACAO MES DE FEVEREIRO/2019  VEREADORES";X;0;"                    ";0;X;0;"   ";X
0201902001167;00000000000000001136;27;2;2019;12.808,50;000000000000000000000000000000;"CONTRIB. PATRONAL AO INSS REF REMUNERACAO MES DE FEVEREIRO/2019  CAMARA CCS";X;0;"                    ";0;X;0;"   ";X
0201902000179;00000000000000001175;7;3;2019;835,00;000000000000000000000000000000;"LIGACOES TELEFONICAS REALIZADAS ATRAVES DA LINHA 3539-1295 DA CAMARA DE VEREADORES NO EXERCICIO DE 2019 CONF RD 001/19 EM ANEXO.   FATURA No   REF. MES.";N;0;"                    ";0;S;5401778;"u  ";X
0201902001233;00000000000000001261;27;2;2019;5.002,00;000000000000000000000000000000;"VALE ALIMENTACAO PARA OS SERVIDORES MUNICIPAIS CONF. LEI 2734/17 E DECRETO No 72/17 CONF. RELATORIO PARA EMPENHO E NF-E 10.984 EM ANEXO.   PROC. 144/17 ED. 065/17 PREG. 059/17 CONTRATO 121/2017";S;121;"134                 ";2017;S;10984;"0  ";C
0201902001260;00000000000000001290;28;2;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 12, 13 14 E 15/03/19 PARA PARTICIPAR NA 5. E ENCONTRO MULHERES NO PODER PUBLICO - VEREADORAS, SERVIDORAS, PREFEITAS, SECRETARIAS E DEMAIS INTERESSADAS. PROMOVIDO PELO INLEGIS. CONF PEDIDO No 30 E SD 193 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001261;00000000000000001291;28;2;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 12, 13 14 E 15/03/19 PARA PARTICIPAR DO CURSO ""APRIMORAMENTO E DESENVOLVIMENTO DAS ROTINAS DE TRABALHO DA CAMARA MUNICIPAL DE VEREADORES, ASSESSORES E SERVIDORES- ORCAMENTO EDUCACAO, ORATORIA, COMUNICACAO, CRIACAO DO FUNDO, DUODECIMO, DIARIAS. PROMOVIDO PELO INLEGIS CONF PEDIDO No 32 E SD 194 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001262;00000000000000001292;28;2;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 12, 13 14 E 15/03/19 PARA PARTICIPAR DO CURSO ""APRIMORAMENTO E DESENVOLVIMENTO DAS ROTINAS DE TRABALHO DA CAMARA MUNICIPAL DE VEREADORES, ASSESSORES E SERVIDORES- ORCAMENTO EDUCACAO, ORATORIA, COMUNICACAO, CRIACAO DO FUNDO, DUODECIMO, DIARIAS. PROMOVIDO PELO INLEGIS CONF PEDIDO No 31 E SD 195 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001221;00000000000000001214;27;2;2019;3.438,50;000000000000000000000000000000;"CONTRIB AO FPSM PARTE PATRONAL 13,68% REF. REMUN. FEVEREIRO/2019.  CAMARA ESTATUTARIOS";X;0;"                    ";0;X;0;"   ";X
0201902001263;00000000000000001293;28;2;2019;5.278,00;000000000000000000000000000000;"INDENIZACAO DE TRANSPORTE PARA O VEREADOR BRASIL DE FREITAS NETO E DOS SERVIDORES SUSANA KOPPER E JAIR GRENZEL PARTICIPAREM DE CURSO NOS DIAS 12, 13 14 E 15/03/19 NO INLEGIS EM PORTO ALEGRE. CONF RD 35 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001264;00000000000000001294;28;2;2019;2.950,00;000000000000000000000000000000;"01 TAXA DE INSCRICAO PARA O VEREADOR BRASIL DE FREITAS NETO PARA PARTICIPAR DO CURSO "" APRIMORAMENTO E DESENVOLVIMENTO DAS ROTINAS DE TRABALHO DA CAMARA MUNICIPAL A SER REALIZADO NOS DIAS 12, 13, 14 E 15.03.19 EM PORTO ALEGRE CONF RD 34 EM ANEXO NE 1265.";N;0;"                    ";0;N;0;"   ";X
0201902000847;00000000000000001537;19;3;2019;780,00;000000000000000000000000000000;"ENCADERNACAO DE DOCUMENTOS PARA O ADEQUADO ARQUIVAMENTO CONF RD 024 EM ANEXO.";N;0;"                    ";0;S;4540;"0  ";X
0201902001265;00000000000000001295;28;2;2019;5.900,00;000000000000000000000000000000;"01 TAXA DE INSCRICAO PARA AO SERVIDOR JAIR GRENZEL PARA PARTICIPAR DO CURSO "" APRIMORAMENTO E DESENVOLVIMENTO DAS ROTINAS DE TRABALHO DA CAMARA MUNICIPAL   01 TAXA DE INSCRICAO PARA ASERVIDORA SUSANA KOPPER PARTICIPAR DO CURSO "" 5o EDICAO DO GRANDE ENCONTRO MULHERES NO PODER PUBLICO A SEREM REALIZADO NOS DIAS 12, 13, 14 E 15.03.19 EM PORTO ALEGRE CONF RD 34 EM ANEXO.  NE 1264 R$ 590,00  NE 1265 R$";N;0;"                    ";0;N;0;"   ";X
0201902001267;00000000000000001556;20;3;2019;3.750,00;000000000000000000000000000000;"ASSESSORIA E CONSULTORIA TECNICA E JURIDICA PRESENCIAL E A DISTANCIA PARA A CAMARA DE VEREADORES NO EXERCICIO DE 2019. CONF RD 29 EM ANEXO.   PROCESSO DE INEXIGIBILIDADE 001/2019 CONTRATO No 01/2019.";N;0;"                    ";0;S;380;"0  ";X
0201902001255;00000000000000001593;21;3;2019;512,50;000000000000000000000000000000;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA A CAMARA DE VEREADORES CONF RD 026 EM ANEXO NE 1254.";N;0;"                    ";0;S;1382;"1  ";X
0201902001254;00000000000000001594;21;3;2019;219,50;000000000000000000000000000000;"04 PCT. ERVA PARA A CAMARA DE VEREADORES CONF RD 026 EM ANEXO.  NE 1254 = R$  43,96  NE 1255 = R$ 102,53";N;0;"                    ";0;S;1382;"1  ";X
0201902000183;00000000000000001954;1;4;2019;2.500,00;000000000000000000000000000000;"LOCACAO DE SISTEMAS DE INFORMATICA PARA O ANO DE 2019 SISTEMAS: PORTAL DA TRANSPARENCIA E  SITE OFICIAL DA CAMARA CONF CONTRATO No 111/2018.   PROCESSO 107/18 EDITAL 54/18 PREGAO 47/18   VALOR MENSAL = R$ 500,00  IRRF 1,5% NA LIQUIDACAO";S;111;"142                 ";2018;S;36102;"1  ";C
0201902000711;00000000000000002356;11;4;2019;248,00;000000000000000000000000000000;"PUBLICACAO DE ATOS OFICIAIS DA CAMARA DE VAREADORES NO EXERCICIO 2019 CONF RD 015 EM ANEXO.";N;0;"                    ";0;S;322;"1  ";X
0201902001946;00000000000000002365;9;4;2019;5.992,00;000000000000000000000000000000;"03 DIARIAS A PORTO ALEGRE NOS DIAS 16, 17 E 18/04/19 PARA PARTICIPAR DO CURSO ""EDUCACAO CONTINUADA E COMPETENCIA LEGISLATIVA: REDACAO DE LEIS, ELABORACAO E ENTREGA DE MODELOS DE PROJETOS, REDACAO OFICIAL E OUVIDORIAS (ATUALIZACAO E IMPLANTACAO)"". A REALIZAR-SE NO INLEGIS. CONF PEDIDO 050 E SD 317 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001947;00000000000000002366;9;4;2019;5.992,00;000000000000000000000000000000;"03 DIARIAS A PORTO ALEGRE NOS DIAS 16, 17 E 18/04/19 PARA PARTICIPAR DO CURSO ""EDUCACAO CONTINUADA E COMPETENCIA LEGISLATIVA: REDACAO DE LEIS, ELABORACAO E ENTREGA DE MODELOS DE PROJETOS, REDACAO OFICIAL E OUVIDORIAS (ATUALIZACAO E IMPLANTACAO)"". A REALIZAR-SE NO INLEGIS. CONF PEDIDO 049 E SD 318 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001948;00000000000000002367;9;4;2019;5.992,00;000000000000000000000000000000;"03 DIARIAS A PORTO ALEGRE NOS DIAS 16, 17 E 18/04/19 PARA PARTICIPAR DO CURSO ""EDUCACAO CONTINUADA E COMPETENCIA LEGISLATIVA: REDACAO DE LEIS, ELABORACAO E ENTREGA DE MODELOS DE PROJETOS, REDACAO OFICIAL E OUVIDORIAS (ATUALIZACAO E IMPLANTACAO)"". A REALIZAR-SE NO INLEGIS. CONF PEDIDO 051 E SD 320 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001949;00000000000000002368;9;4;2019;8.100,00;000000000000000000000000000000;"03 TAXA DE INSCRICAO PARA OS VEREADORES PEDRO ALEX DE LIMA , ANTONIO AVELINO FERREIRA E SONIA CRISTINA SOUTO PARTICIPAREM DO CURSO ""EDUCACAO CONTINUADA E COMPETENCIA LEGISLATIVA: REDACAO DE LEIS, ELABORACAO E ENTREGA DE MODELOS DE PROJETOS, REDACAO OFICIAL E OUVIDORIAS (ATUALIZACAO E IMPLANTACAO)"" NOS DIAS 16, 17 E 18/04/19 . CONF RD 53 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201902001950;00000000000000002369;9;4;2019;5.520,00;000000000000000000000000000000;"INDENIZACAO DE TRANSPORTE PARA OS VEREADORES SONIA CRISTINA TAVARES SOUTO, ANTONIO A. FERREIRA E PEDRO ALEX DE LIMA PARTICIPAREM DE CURSO NO INLEGIS NOS DIAS 16, 17 E 18/04/19.      CONF PEDIDO No 052 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001957;00000000000000002372;9;4;2019;750,00;000000000000000000000000000000;"03 TAXA DE INSCRICAO PARA OS VEREADORES PEDRO ALEX DE LIMA , ANTONIO AVELINO FERREIRA E SONIA CRISTINA SOUTO PARTICIPAREM DO CURSO ""EDUCACAO CONTINUADA E COMPETENCIA LEGISLATIVA: REDACAO DE LEIS, ELABORACAO E ENTREGA DE MODELOS DE PROJETOS, REDACAO OFICIAL E OUVIDORIAS (ATUALIZACAO E IMPLANTACAO)"" NOS DIAS 16, 17 E 18/04/19 . CONF RD 53 EM ANEXO NE 1949.  NE COMPLEMENTAR A NE 1949.";N;0;"                    ";0;N;0;"   ";X
0201902000179;00000000000000001970;29;3;2019;702,00;000000000000000000000000000000;"LIGACOES TELEFONICAS REALIZADAS ATRAVES DA LINHA 3539-1295 DA CAMARA DE VEREADORES NO EXERCICIO DE 2019 CONF RD 001/19 EM ANEXO.   FATURA No   REF. MES.";N;0;"                    ";0;S;6067445;"U  ";X
0201902001463;00000000000000001639;19;3;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 02, 03, 04 E 05/04/2019 PARA PARTICIPAR DO ""GRANDE ENCONTRO PARA O DESENVOLVIMENTO DE POLITICAS PUBLICAS DE GESTAO, FISCALIZACAO E ASSESSORAMENTO PARA VEREADORES, ASSESSORES E SERVIDORES"" PROMOVIDO PELO INLEGIS. CONF PEDIDO 044/2019 E SD 262 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001464;00000000000000001640;19;3;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 02, 03, 04 E 05/04/2019 PARA PARTICIPAR DO ""GRANDE ENCONTRO PARA O DESENVOLVIMENTO DE POLITICAS PUBLICAS DE GESTAO, FISCALIZACAO E ASSESSORAMENTO PARA VEREADORES, ASSESSORES E SERVIDORES"" PROMOVIDO PELO INLEGIS. CONF PEDIDO 043/2019 E SD 263 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001465;00000000000000001641;19;3;2019;5.555,50;000000000000000000000000000000;"INDENIZACAO DE TRANSPORTE PARA OS VEREADORES FRANCISCO CALEGARI DE OLIVEIRA, DIOMAR AUZANI E ADILAR MELLER PARTICIPAREM DO ""GRANDE ENCONTRO PARA O DESENVOLVIMENTO DE POLITICAS PUBLICAS DE GESTAO, FISCALIZACAO E ASSESSORAMENTO PARA VEREADORES, ASSESSORES E SERVIDORES"" PROMOVIDO PELO INLEGIS NOS DIA 02, 03, 04 E 05/04/19 CONF RD 46 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001466;00000000000000001643;19;3;2019;8.850,00;000000000000000000000000000000;"03 TAXA DE INSCRICAO PARA OS VEREADORES FRANCISCO CALEGARI DE OLIVEIRA, DIOMAR AUZANI E ADILAR MELLER PARTICIPAREM DO ""GRANDE ENCONTRO PARA O DESENVOLVIMENTO DE POLITICAS PUBLICAS DE GESTAO, FISCALIZACAO E ASSESSORAMENTO PARA VEREADORES, ASSESSORES E SERVIDORES"" NOS DIAS 02, 03, 04 E 05/04/2019. CONF RD 45 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201902001530;00000000000000001714;27;3;2019;22.537,50;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE MARCO 2019.  CAMARA ESTATUTARIOS  VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201902001531;00000000000000001715;27;3;2019;2.597,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE MARCO 2019.  CAMARA ESTATUTARIOS  ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201902001532;00000000000000001716;27;3;2019;5.778,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE MARCO 2019.  CAMARA VEREADORES  REPRESENTACAO MENSAL";X;0;"                    ";0;X;0;"   ";X
0201902001533;00000000000000001717;27;3;2019;173.340,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE MARCO 2019.  CAMARA VEREADORES  SUBSIDIOS";X;0;"                    ";0;X;0;"   ";X
0201902001534;00000000000000001718;27;3;2019;3.495,50;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE MARCO 2019.  CAMARA CCS  FERIAS";X;0;"                    ";0;X;0;"   ";X
0201902001535;00000000000000001719;27;3;2019;51.769,50;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE MARCO 2019.  CAMARA CCS  SALARIO C/C";X;0;"                    ";0;X;0;"   ";X
0201902001462;00000000000000001638;19;3;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 02, 03, 04 E 05/04/2019 PARA PARTICIPAR DO ""GRANDE ENCONTRO PARA O DESENVOLVIMENTO DE POLITICAS PUBLICAS DE GESTAO, FISCALIZACAO E ASSESSORAMENTO PARA VEREADORES, ASSESSORES E SERVIDORES"" PROMOVIDO PELO INLEGIS. CONF PEDIDO 042/2019 E SD 261 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902001467;00000000000000002197;5;4;2019;35.737,00;000000000000000000000000000000;"AQUISICAO DE AR CONDICIONADO PARA OS ESPACOS DO PODER LEGISLATIVO MUNICIPAL. CONF RD 41/2019 EM ANEXO.  DISPENSA No 002/2019  PROCESSO No 003/2019  05 AR CONDICIONADO 24.000 btus X R$ 2.749,00  01 AR CONDICIONADO 12.00 btus X R$ 1.399,00  01 AR CONDICIONADO 9.000 btus X R$ 1.299,00";N;0;"                    ";0;S;23611958;890;X
0201902001467;00000000000000002198;5;4;2019;32.988,00;000000000000000000000000000000;"AQUISICAO DE AR CONDICIONADO PARA OS ESPACOS DO PODER LEGISLATIVO MUNICIPAL. CONF RD 41/2019 EM ANEXO.  DISPENSA No 002/2019  PROCESSO No 003/2019  05 AR CONDICIONADO 24.000 btus X R$ 2.749,00  01 AR CONDICIONADO 12.00 btus X R$ 1.399,00  01 AR CONDICIONADO 9.000 btus X R$ 1.299,00";N;0;"                    ";0;S;23611888;890;X
0201902001467;00000000000000002199;5;4;2019;13.490,00;000000000000000000000000000000;"AQUISICAO DE AR CONDICIONADO PARA OS ESPACOS DO PODER LEGISLATIVO MUNICIPAL. CONF RD 41/2019 EM ANEXO.  DISPENSA No 002/2019  PROCESSO No 003/2019  05 AR CONDICIONADO 24.000 btus X R$ 2.749,00  01 AR CONDICIONADO 12.00 btus X R$ 1.399,00  01 AR CONDICIONADO 9.000 btus X R$ 1.299,00";N;0;"                    ";0;S;23611258;890;X
0201902001790;00000000000000002105;29;3;2019;37.614,50;000000000000000000000000000000;"CONTRIB. PATRONAL AO INSS REF REMUNERACAO MES DE MARCO/2019  VEREADORES";X;0;"                    ";0;X;0;"   ";X
0201902001791;00000000000000002106;29;3;2019;11.605,50;000000000000000000000000000000;"CONTRIB. PATRONAL AO INSS REF REMUNERACAO MES DE MARCO/2019  CAMARA CCS";X;0;"                    ";0;X;0;"   ";X
0201902001845;00000000000000002160;29;3;2019;3.438,50;000000000000000000000000000000;"CONTRIB. AO FPSM PARTE PATRONAL 13,68% REF. REMUN. MARCO/2019.  CAMARA ESTATUTARIOS";X;0;"                    ";0;X;0;"   ";X
0201902001857;00000000000000002176;29;3;2019;6.879,50;000000000000000000000000000000;"VALE ALIMENTACAO PARA OS SERVIDORES MUNICIPAIS CONF. LEI 2734/17 E DECRETO No 72/17 CONF. RELATORIO PARA EMPENHO E NF-E 11.657 EM ANEXO.   PROC. 144/17 ED. 065/17 PREG. 059/17 CONTRATO 121/2017";S;121;"134                 ";2017;S;11657;"0  ";C
0201902001889;00000000000000002408;15;4;2019;189,50;000000000000000000000000000000;"MATERIAL DE COPA E COZINHA PARA A CAMARA DE VEREADORES. CONF RD 47 EM ANEXO NE 1890.";N;0;"                    ";0;S;1409;"1  ";X
0201902001890;00000000000000002410;15;4;2019;1.734,00;000000000000000000000000000000;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA A CAMARA DE VEREADORES. CONF RD 47 EM ANEXO.  NE 1889 R$ 37,97  NE 1890 R$ 346,89";N;0;"                    ";0;S;1409;"1  ";X
0201902001888;00000000000000002412;15;4;2019;487,00;000000000000000000000000000000;"AQUISICAO DE ERVA MATE PARA A COZINHA DA CAMARA DE VEREADORES. CONF RD 48 EM ANEXO.";N;0;"                    ";0;S;54530;105;X
0201902002000;00000000000000002418;15;4;2019;18.898,50;000000000000000000000000000000;"5,5 DIARIAS A BRASILIA NOS DIA 23, 24, 25 E 26/04/2019 PARA PARTICIPAR DA MARCHA DOS VEREADORES REALIZADA PELA UVB EM PARCERIA COM A PLANARIA ASSESSORIA. CONF. PEDIDO 54 E SD 329 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902002001;00000000000000002419;15;4;2019;18.898,50;000000000000000000000000000000;"5,5 DIARIAS A BRASILIA NOS DIA 23, 24, 25 E 26/04/2019 PARA PARTICIPAR DA MARCHA DOS VEREADORES REALIZADA PELA UVB EM PARCERIA COM A PLANARIA ASSESSORIA. CONF. PEDIDO 56 E SD 330 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902002002;00000000000000002420;15;4;2019;18.898,50;000000000000000000000000000000;"5,5 DIARIAS A BRASILIA NOS DIA 23, 24, 25 E 26/04/2019 PARA PARTICIPAR DA MARCHA DOS VEREADORES REALIZADA PELA UVB EM PARCERIA COM A PLANARIA ASSESSORIA. CONF. PEDIDO 57 E SD 331 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902002003;00000000000000002421;15;4;2019;18.898,50;000000000000000000000000000000;"5,5 DIARIAS A BRASILIA NOS DIA 23, 24, 25 E 26/04/2019 PARA PARTICIPAR DA MARCHA DOS VEREADORES REALIZADA PELA UVB EM PARCERIA COM A PLANARIA ASSESSORIA. CONF. PEDIDO 55 E SD 332 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201902002004;00000000000000002422;15;4;2019;13.000,00;000000000000000000000000000000;"04 TAXA DE INSCRICAO PARA OS VEREADORES FRANCISCO CALEGARI DE OLIVEIRA, DIOMAR AUZANI, PAULO RICARDO SARTORI E BRASIL DE FREITAS NETO PARTICIPAREM DA MARCHA DOS VEREADORES REALIZADA PELA UVB EM PARCERIA COM A PLANARIA ASSESSORIA EM BRASILIA NOS DIAS 23, 24, 25 E 26/04/19. CONF.  PEDIDO 59 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201902002005;00000000000000002423;15;4;2019;23.521,50;000000000000000000000000000000;"INDENIZACAO DE TRANSPORTE PARA OS VEREADORES FRANCISCO CALEGARI DE OLIVEIRA, DIOMAR AUZANI, PAULO RICARDO SARTORI E BRASIL DE FREITAS NETO PARTICIPAREM DA MARCHA DOS VEREADORES REALIZADA PELA UVB, EM BRASILIA NOS DIAS 23, 24, 25 E 26/04/19. CONF PEDIDO No 058 EM ANEXO.";X;0;"                    ";0;N;0;"   ";X
0201902002006;00000000000000002424;15;4;2019;3.000,00;000000000000000000000000000000;"LIMPEZA E HIGIENIZACAO DE APARELHOS DE AR CONDICIONADO SPLIT NA SALA DA SECRETARIA DA CAMARA MUNICIPAL. CONF RD 61 E NF-e No 111 EM ANEXO.";N;0;"                    ";0;S;111;"1  ";X
0201902002105;00000000000000002633;26;4;2019;2.597,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE ABRIL 2019.  CAMARA ESTATUTARIOS   ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201902002461;00000000000000003119;7;5;2019;600,00;000000000000000000000000000000;"AQUISICAO DE MATERIAL DE EXPEDIENTE PARA MANUTENCAO DAS ATIVIDADES DESENVOLVIDAS NA SECRETARIA DA CAMARA MUNICIPAL DE VEREADORES. CONF RD 63 EM ANEXO.";N;0;"                    ";0;S;27695;"D1 ";X
0201902002100;00000000000000002628;26;4;2019;5.778,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE ABRIL 2019.  CAMARA VEREADORES  REPRESENTACAO";N;0;"                    ";0;X;0;"   ";X
0201902002101;00000000000000002629;26;4;2019;173.340,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE ABRIL 2019.  CAMARA VEREADORES  SUBSIDIOS";N;0;"                    ";0;X;0;"   ";X
0201902002102;00000000000000002630;26;4;2019;59.706,00;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE ABRIL 2019.  CAMARA VEREADORES  FERIAS";X;0;"                    ";0;X;0;"   ";X
0201902002103;00000000000000002631;26;4;2019;51.769,50;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE ABRIL 2019.  CAMARA CCS  SALARIO C/C";N;0;"                    ";0;X;0;"   ";X
0201902002104;00000000000000002632;26;4;2019;22.537,50;000000000000000000000000000000;"REMUNERACAO REFERENTE AO MES DE ABRIL 2019.  CAMARA ESTATUTARIOS   VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201902000179;00000000000000003093;30;4;2019;788,50;000000000000000000000000000000;"LIGACOES TELEFONICAS REALIZADAS ATRAVES DA LINHA 3539-1295 DA CAMARA DE VEREADORES NO EXERCICIO DE 2019 CONF RD 001/19 EM ANEXO.   FATURA No   REF. MES.";N;0;"                    ";0;S;6734517;"U  ";X
0201902002381;00000000000000002959;29;4;2019;50.153,00;000000000000000000000000000000;"CONTRIB. PATRONAL AO INSS REF REMUNERACAO MES DE ABRIL/2019  VEREADORES";X;0;"                    ";0;X;0;"   ";X
0201902002382;00000000000000002960;29;4;2019;10.871,50;000000000000000000000000000000;"CONTRIB. PATRONAL AO INSS REF REMUNERACAO MES DE ABRIL/2019  CAMARA CCS";X;0;"                    ";0;X;0;"   ";X
0201902002333;00000000000000002862;26;4;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 07, 08, 09 E 10.05.19 PARA PARTICIPAR DO CURSO ""CICLO DE ESTUDOS, ACONSELHAMENTO E ATUALIZACAO PARA CORRETOS DESEMPENHOS DAS ATRIBUICOES DE GESTAO, FISCALIZACAO, ASSESSORAMENTO E DIRECAO AUDIENCIAS PUBLICAS, REALIZACAO E FISCALIZACAO DE CONCURSO PUBLICO, CERIMONIAL/IMPRENSA, RESPONSABILIDADE CIVIL DO ESTADO, PODERES ADMINISTRATIVOS, FISCALIZACAO DAS CONCESSOES E";X;0;"                    ";0;X;0;"   ";X
0201902002334;00000000000000002863;26;4;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 07, 08, 09 E 10.05.19 PARA PARTICIPAR DO CURSO ""CICLO DE ESTUDOS, ACONSELHAMENTO E ATUALIZACAO PARA CORRETOS DESEMPENHOS DAS ATRIBUICOES DE GESTAO, FISCALIZACAO, ASSESSORAMENTO E DIRECAO AUDIENCIAS PUBLICAS, REALIZACAO E FISCALIZACAO DE CONCURSO PUBLICO, CERIMONIAL/IMPRENSA, RESPONSABILIDADE CIVIL DO ESTADO, PODERES ADMINISTRATIVOS, FISCALIZACAO DAS CONCESSOES E";X;0;"                    ";0;X;0;"   ";X
0201902002335;00000000000000002864;26;4;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 07, 08, 09 E 10.05.19 PARA PARTICIPAR DO CURSO ""CICLO DE ESTUDOS, ACONSELHAMENTO E ATUALIZACAO PARA CORRETOS DESEMPENHOS DAS ATRIBUICOES DE GESTAO, FISCALIZACAO, ASSESSORAMENTO E DIRECAO AUDIENCIAS PUBLICAS, REALIZACAO E FISCALIZACAO DE CONCURSO PUBLICO, CERIMONIAL/IMPRENSA, RESPONSABILIDADE CIVIL DO ESTADO, PODERES ADMINISTRATIVOS, FISCALIZACAO DAS CONCESSOES E";X;0;"                    ";0;X;0;"   ";X
0201902002336;00000000000000002865;26;4;2019;6.990,50;000000000000000000000000000000;"3,5 DIARIAS A PORTO ALEGRE NOS DIAS 07, 08, 09 E 10.05.19 PARA PARTICIPAR DO CURSO ""CICLO DE ESTUDOS, ACONSELHAMENTO E ATUALIZACAO PARA CORRETOS DESEMPENHOS DAS ATRIBUICOES DE GESTAO, FISCALIZACAO, ASSESSORAMENTO E DIRECAO AUDIENCIAS PUBLICAS, REALIZACAO E FISCALIZACAO DE CONCURSO PUBLICO, CERIMONIAL/IMPRENSA, RESPONSABILIDADE CIVIL DO ESTADO, PODERES ADMINISTRATIVOS, FISCALIZACAO DAS CONCESSOES E";X;0;"                    ";0;X;0;"   ";X
0201902002337;00000000000000002866;26;4;2019;5.842,00;000000000000000000000000000000;"INDENIZACAO DE TRANSPORTE PARA OS VEREADORES SONIA CRISTINA TAVARES SOUTO, ANTONIO A. FERREIRA, ADILAR MELLER E PEDRO ALEX DE LIMA PARTICIPAREM DO CURSO ""CICLO DE ESTUDOS, ACONSELHAMENTO E ATUALIZACAO PARA CORRETOS DESEMPENHOS DAS ATRIBUICOES DE GESTAO, FISCALIZACAO, ASSESSORAMENTO E DIRECAO AUDIENCIAS PUBLICAS, REALIZACAO E FISCALIZACAO DE CONCURSO PUBLICO, CERIMONIAL/IMPRENSA, RESPONSABILIDADE C";X;0;"                    ";0;X;0;"   ";X
0201902002338;00000000000000002867;26;4;2019;11.800,00;000000000000000000000000000000;"04 TAXA DE INSCRICAO PARA OS VEREADORES PEDRO ALEX DE LIMA , ADILAR MELLER, ANTONIO AVELINO FERREIRA E SONIA CRISTINA SOUTO PARTICIPAREM DO CURSO ""CICLO DE ESTUDOS, ACONSELHAMENTO E ATUALIZACAO PARA CORRETOS DESEMPENHOS DAS ATRIBUICOES DE GESTAO, FISCALIZACAO, ASSESSORAMENTO E DIRECAO AUDIENCIAS PUBLICAS, REALIZACAO E FISCALIZACAO DE CONCURSO PUBLICO, CERIMONIAL/IMPRENSA, RESPONSABILIDADE CIVIL DO";N;0;"                    ";0;N;0;"   ";X
