orgao;uniorcam;funcao;subfuncao;programa;projativ;ndo;ndo_f;rv;contrapartida;nr_empenho;dia;mes;ano;valor;credor;cp;reg_preco;nr_licitacao;ano_licitacao;historico;forma_contrat;base_legal;desp_func;licit_compart;cnpj_gerenciador;ano_empenho
8;801;10;122;5;2049;339014140000000;"33 90 14 14 00 00 00";4504;0;0201900004443;14;8;2019;2.786,50;4197;0;N;0;0;"02  DIARIAS  A  PORTO ALEGRE NO DIA 17 E 18.08.19 PARA SERVIDORA PARTICIPAR DO    CURSO   DE  INTRODUTORIO  DE  AROMATOLOGIA  CONF  SD  774  EM  ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;305;7;2073;339014140000000;"33 90 14 14 00 00 00";40;0;0201900004444;14;8;2019;209,00;3834;0;N;0;0;"1/4  DE  DIARIA  A  SANTA  ROSA  NO  DIA 15.08.19 PARA SERVIDORA PARTICIPAR REUNIAO  SOBRE  ACAO  DO  PROGRAMA  DE  VIGILANCIA  E  CONTROLE DE AEDES NO AUDITORIO DA 14o CRS CONF SD 772 EM ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;305;7;2073;339014140000000;"33 90 14 14 00 00 00";40;0;0201900004445;14;8;2019;209,00;3793;0;N;0;0;"1/4  DE  DIARIA  A  SANTA  ROSA  NO  DIA 15.08.19 PARA SERVIDORA PARTICIPAR REUNIAO  SOBRE  ACAO  DO  PROGRAMA  DE  VIGILANCIA  E  CONTROLE DE AEDES NO AUDITORIO DA 14o CRS CONF SD 771 EM ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;305;7;2073;339014140000000;"33 90 14 14 00 00 00";40;0;0201900004446;14;8;2019;209,00;4766;0;N;0;0;"1/4  DE  DIARIA  A  SANTA  ROSA  NO  DIA  15.08.19 PARA SERVIDOR PARTICIPAR REUNIAO  SOBRE  ACAO  DO  PROGRAMA  DE  VIGILANCIA  E  CONTROLE DE AEDES NO AUDITORIO DA 14o CRS CONF SD 770 EM ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;122;5;2049;339014140000000;"33 90 14 14 00 00 00";40;0;0201900004447;14;8;2019;3.938,50;374;0;N;0;0;"02  1/2  A  PORTO  ALEGRE  NO  DIA  20,  21  E  22.08.19 PARA PARTICIPAR DO SEMINARIO  ESTADUAL  DE FORTALECIMENTO DA ATENCAO PRIMARIA EM SAUDE CONF SD 779 EM ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;122;5;2049;339014140000000;"33 90 14 14 00 00 00";4504;0;0201900004448;14;8;2019;3.483,00;6964;0;N;0;0;"02  1/2  A  PORTO  ALEGRE  NO  DIA  20,  21  E  22.08.19 PARA PARTICIPAR DO SEMINARIO  ESTADUAL  DE FORTALECIMENTO DA ATENCAO PRIMARIA EM SAUDE CONF SD 780 EM ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;303;9;1131;339039480000000;"33 90 39 48 00 00 00";4503;0;0201900004449;14;8;2019;4.500,00;7309;0;N;0;0;"02  TAXA  DE  INSCRICAO  PARA  AS SERVIDORAS MARLA ELISA BERNARDI E MARLICE IVONE  BARTH  PARTICIPAREM DO CURSO "" INTRODUTORIO A AROMATOLOGIA"" QUE SERA REALIZADO  NOS  DIAS  17  E 18.08.19 EM PORTO ALEGRE. CONF RD 368 EM ANEXO.";DPV;1;X;X;00000000000000;2019
6;602;26;782;17;1035;449051910000000;"44 90 51 91 00 00 00";1;1203;0201900004450;14;8;2019;41.873,00;4127;0;N;3;2019;"PAVIMENTACAO  DE  RUAS COM PEDRAS IRREGULARES DE BASALTO NO TOTAL DE 3.025, 32  M²  DE  AREA  COM  MEIO-FIO, PASSEIO PUBLICO COM PISO TATIL DIRECIONAL, DRENAGEM,  SINALIZACAO  E ACESSIBILIDADE CONF RD 751 E CONTRATO No 078/2019 EM ANEXO. PROCESSO 101/19 EDITAL 55/19 TP 03/19";TMP;1;X;N;00000000000000;2019
6;602;26;782;17;1035;449051910000000;"44 90 51 91 00 00 00";1203;0;0201900004451;14;8;2019;1.004.954,50;4127;0;N;3;2019;"PAVIMENTACAO  DE  RUAS COM PEDRAS IRREGULARES DE BASALTO NO TOTAL DE 3.025, 32  M²  DE  AREA  COM  MEIO-FIO, PASSEIO PUBLICO COM PISO TATIL DIRECIONAL, DRENAGEM,  SINALIZACAO  E ACESSIBILIDADE CONF RD 752 E CONTRATO No 078/2019 EM ANEXO NE 4450. PROCESSO 101/19 EDITAL 55/19 TP 03/19";TMP;1;X;N;00000000000000;2019
8;801;10;303;8;2069;339093080000000;"33 90 93 08 00 00 00";40;0;0201900004452;14;8;2019;2.250,00;7310;0;N;0;0;"RESSARCIMENTO  DE  CONSULTA/EXAME  MEDICO  CONF LEI 2613/15 DE ACORDO COM O DECRETO 104/15 CONF RD 376 EM ANEXO.";NSA;6;X;X;00000000000000;2019
8;801;10;302;8;1310;449051910000000;"44 90 51 91 00 00 00";40;0;0201900004453;14;8;2019;780,00;5325;0;N;0;0;"PLACAS  PARA  IDENTIFICACAO  DE  ESPECIES DE PLANTAS, CHAS E ORIENTACAO DOS BENEFICIOS  A  SAUDE REF. AO PROJETO DE AJARDINAMENTO DO PRONTO ATENDIMENTO DE URGENCIA E EMERGENCIA CONF RD 380 EM ANEXO.";DPV;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339039160000000;"33 90 39 16 00 00 00";40;0;0201900004454;14;8;2019;1.250,00;5498;0;N;0;0;"MAO  DE  OBRA  PARA  CONSERTO DA PARTE ELETRICA DO PREDIO DO ESF 01 CONF RD 382 EM ANEXO.";DPV;1;X;X;00000000000000;2019
5;504;12;782;2;2031;339030390000000;"33 90 30 39 00 00 00";20;0;0201900004455;14;8;2019;16.500,00;4993;0;N;0;0;"TUBO  DE  DISTRIBUICAO  PARA  SUBSTITUICAO  NO  ONIBUS  No  67  DA FROTA DO TRANSPORTE ESCOLAR CONF RD 222 EM ANEXO.";DPV;1;X;X;00000000000000;2019
8;801;10;303;9;1131;339039480000000;"33 90 39 48 00 00 00";4503;0;0201900004456;14;8;2019;12.000,00;6854;0;N;0;0;"TREINAMENTO  DOS SERVIDORES DA SAUDE SOBRE CONTROLE DAS EMOCOES A PARTIR DO AUTOCONHECIMENTO,  EMPATIA  E  COMO  FOCAR NO QUE REALMENTE IMPORTA CONF RD 361 EM ANEXO.";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900004457;15;8;2019;360,00;5360;0;N;0;0;"PUBLICACAO  EM  JORNAL  DE  GRANDE  CIRCULACAO  DO  EDITAL  DE LICITACAO No 71/2019 PREGAO 65/2019 SRP 35/2019 REFERENTE A AQUISICAO DE VEICULOS NOVOS, TIPO  MICRO-ONIBUS  PARA  O  TRANSPORTE  ESCOLAR  CONF  RD  776 EM ANEXO.";DPV;1;X;X;00000000000000;2019
6;603;26;782;17;2111;339030440000000;"33 90 30 44 00 00 00";1;0;0201900004465;15;8;2019;625,00;5325;0;N;0;0;"ADESIVOS  COM  O  BRASAO  DO  MUNICIPIO PARA INDENTIFICACAO DOS VEICULOS DO MUNICIPIO CONF RD 160 EM ANEXO.";DPV;1;X;X;00000000000000;2019
6;603;26;782;17;2111;339030990100000;"33 90 30 99 01 00 00";1;0;0201900004466;13;9;2019;16.800,00;6259;0;N;0;0;"NAO TEM NECESSIDADE DO MESMO CONF MEM. No 52 DA SEC. DE OBRAS EM ANEXO.";DPV;1;X;X;00000000000000;2019
6;603;26;782;17;2111;339030990100000;"33 90 30 99 01 00 00";1;0;0201900004466;15;8;2019;16.800,00;6259;0;N;0;0;"RADIADOR  PARA  SUBSTITUICAO  NA MOTONIVELADORA No 83 CONF RD 157 EM ANEXO.";DPV;1;X;X;00000000000000;2019
6;604;26;782;10;2035;339039190000000;"33 90 39 19 00 00 00";1;0;0201900004467;15;8;2019;200,00;4394;0;N;0;0;"GRAVACAO  DO  NUMERO  DO CHASSI NOS VIDROS LATERAIS DO VEICULO ONIBUS PLACA IOL 8G52 CONF RD 161 EM ANEXO.";DPV;1;X;X;00000000000000;2019
6;604;26;782;10;2035;339030390000000;"33 90 30 39 00 00 00";1;0;0201900004468;15;8;2019;1.000,00;4352;0;N;0;0;"PAR  DE  PLACA  PARA  O VEICULO ONIBUS PLACA IOL 8G52 CONF RD 162 EM ANEXO.";DPV;1;X;X;00000000000000;2019
8;801;10;785;8;2074;339039190000000;"33 90 39 19 00 00 00";40;0;0201900004469;15;8;2019;2.730,00;7085;0;S;3;2019;"SERVICO  DE  LAVAGEM DOS VEICULOS DA FROTA DA SECR. DE SAUDE CONF RD 769 EM ANEXO. PROCESSO 03/19 EDITAL 03/19, PREGAO  03/19 SRP 02/19";PRP;1;X;X;00000000000000;2019
3;301;4;126;1;2011;449052450000000;"44 90 52 45 00 00 00";1;0;0201900004470;15;8;2019;9.225,00;7279;0;S;55;2019;"IMPRESSORA  MULTIFUNCIONAL  PARA  O  SETOR  DE  TI  CONF RD 774 EM ANEXO. PROCESSO  No  110/19  EDITAL  No  59/19  PREGAO  No  55/19  SRP No 32/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
3;301;4;126;1;2011;339030170000000;"33 90 30 17 00 00 00";1;0;0201900004471;15;8;2019;4.875,00;6950;0;S;55;2019;"CONJUNTO  DE  TECLADO  E  MOUSE  PARA O SETOR DE TI CONF RD 773 EM ANEXO. PROCESSO   No  110/19  EDITAL  No  59/19  PREGAO  No  55/19  SRP  No  32/19";PRP;1;X;X;00000000000000;2019
3;301;4;126;1;2011;449052370000000;"44 90 52 37 00 00 00";1;0;0201900004472;15;8;2019;7.625,00;5818;0;S;55;2019;"SWITCH CHAVEADOR PARA O SETOR DE TI CONF RD 771 EM ANEXO. PROCESSO   No110/19  EDITAL  No  59/19  PREGAO  No  55/19  SRP  No  32/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
3;301;4;126;1;2011;449052300000000;"44 90 52 30 00 00 00";1;0;0201900004473;15;8;2019;5.850,00;5818;0;S;55;2019;"NOBREAK PARA O SETOR DE TI CONF RD 771 EM ANEXO NE 4472. PROCESSO   No110/19  EDITAL  No  59/19  PREGAO  No  55/19  SRP  No  32/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
3;301;4;126;1;2011;449052410000000;"44 90 52 41 00 00 00";1;0;0201900004474;15;8;2019;7.700,00;7235;0;S;55;2019;"MONITOR LED PARA O SETOR DE TI CONF RD 772 EM ANEXO. PROCESSO   No110/19  EDITAL  No  59/19  PREGAO  No  55/19  SRP  No  32/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
10;1002;20;608;4;2094;339030990100000;"33 90 30 99 01 00 00";1;0;0201900004475;15;8;2019;6.080,00;6759;0;S;28;2019;"PNEUS  PARA MANUTENCAO DAS MAQUINAS E EQUIPAMENTOS DA INFRAESTRUTURA BASICA DE CAMPO CONF RD 768 EM ANEXO. PROCESSO 58/19 EDITAL 30/19 PREGAO 28/19 SRP 18/19";PRP;1;X;X;00000000000000;2019
8;801;10;785;8;2074;339030390000000;"33 90 30 39 00 00 00";40;0;0201900004476;15;8;2019;4.120,00;7206;0;S;28;2019;"PNEUS  PARA  SUBSTITUICAO  NOS  VEICULOS DA FROTA DA SAUDE DE TRANSPORTE DE PACIENTES CONF RD 763 EM ANEXO. PROCESSO No 58/19 EDITAL 30/19 PREGAO 28/19 SRP 18/19";PRP;1;X;X;00000000000000;2019
8;801;10;785;8;2074;339030390000000;"33 90 30 39 00 00 00";40;0;0201900004477;15;8;2019;10.800,00;4368;0;S;28;2019;"PNEUS  PARA  SUBSTITUICAO  NOS  VEICULOS DA FROTA DA SAUDE DE TRANSPORTE DE PACIENTES CONF RD 764 EM ANEXO. PROCESSO No 58/19 EDITAL 30/19 PREGAO 28/19 SRP 18/19";PRP;1;X;X;00000000000000;2019
8;801;10;785;8;2074;339030390000000;"33 90 30 39 00 00 00";40;0;0201900004478;15;8;2019;8.240,00;7210;0;S;28;2019;"PNEUS  PARA  SUBSTITUICAO  NOS  VEICULOS DA FROTA DA SAUDE DE TRANSPORTE DE PACIENTES CONF RD 765 EM ANEXO. PROCESSO No 58/19 EDITAL 30/19 PREGAO 28/19 SRP 18/19";PRP;1;X;X;00000000000000;2019
8;801;10;305;7;2073;339030390000000;"33 90 30 39 00 00 00";4710;0;0201900004479;15;8;2019;2.270,00;7210;0;S;28;2019;"PNEUS  PARA  SUBSTITUICAO NO VEICULO DA VIGILANCIA SANITARIA CONF RD 766 EM ANEXO. PROCESSO No 58/19 EDITAL 30/19 PREGAO 28/19 SRP 18/19";PRP;1;X;X;00000000000000;2019
8;801;10;785;8;2074;339039990700000;"33 90 39 99 07 00 00";40;0;0201900004480;15;8;2019;42.750,00;1669;0;S;45;2019;"TRANSPORTE  DE  PACIENTES PARA REALIZAR CONSULTAS E EXAMES EM MUNICIPIOS DA REGIAO CONF  OC 762 EM ANEXO. PROCESSO 84/19 PREGAO 045/19 SRP 27/19";PRP;1;X;X;00000000000000;2019
10;1002;20;608;4;2098;339030990100000;"33 90 30 99 01 00 00";1;0;0201900004481;30;10;2019;2.205,00;5965;0;S;25;2019;"por nao ter necessidade no presente";PRP;1;X;X;00000000000000;2019
10;1002;20;608;4;2098;339030990100000;"33 90 30 99 01 00 00";1;0;0201900004481;15;8;2019;16.925,00;5965;0;S;25;2019;"OLEO  LUBRIFICANTE  PARA  MANUTENCAO  DA FROTA DA PATRULHA AGRICOLA CONF RD 770 EM ANEXO. PROCESSO 053/19 EDITAL 027/19 PREGAO 025/19 SRP 016/19";PRP;1;X;X;00000000000000;2019
3;301;4;126;1;2011;339030170000000;"33 90 30 17 00 00 00";1;0;0201900004482;15;8;2019;9.926,00;5818;0;S;58;2019;"MATERIAL  PARA  MANUTENCAO  DAS  ROTINAS DE TRABALHO DO SETOR DE TI CONF RD 775 EM ANEXO. PROCESSO 116/19 EDITAL 64/19 PREGAO 58 /19 SRP 33/19";PRP;1;X;X;00000000000000;2019
5;501;4;122;1;2016;449052420000000;"44 90 52 42 00 00 00";1;0;0201900004483;15;8;2019;31.200,00;4501;0;S;59;2019;"MATERIAL  PERMANENTE  PARA  SECRETARIA  DE EDUCACAO CONF RD 753 EM ANEXO. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19";PRP;1;X;X;00000000000000;2019
5;502;12;365;2;2021;449052420000000;"44 90 52 42 00 00 00";1;0;0201900004484;15;8;2019;8.375,00;6962;0;S;59;2019;"MATERIAL  PERMANENTE  PARA  A  EMEI  LAR DA CRIANCA CONF RD 754 EM ANEXO. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19";PRP;1;X;X;00000000000000;2019
5;502;12;365;2;2023;449052420000000;"44 90 52 42 00 00 00";1014;0;0201900004485;15;8;2019;1.540,50;6962;0;S;59;2019;"MATERIAL  PERMANENTE  PARA  A  EMEI  LAR DA CRIANCA CONF RD 755 EM ANEXO. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
5;502;12;365;2;2023;449052420000000;"44 90 52 42 00 00 00";20;0;0201900004486;15;8;2019;2.409,50;6962;0;N;59;2019;"MATERIAL  PERMANENTE  PARA  A EMEI LAR DA CRIANCA CONF RD 756 E CONTRATO No 074/2019 EM ANEXO. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
5;502;12;365;2;2021;449052420000000;"44 90 52 42 00 00 00";1;0;0201900004487;15;8;2019;12.690,00;5545;0;N;59;2019;"MATERIAL  PERMANENTE  PARA  A  EDUCACAO  INFANTIL CONF RD 757 E CONTRATO No 075/2019 EM ANEXO. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
5;502;12;361;2;2020;449052120000000;"44 90 52 12 00 00 00";1;0;0201900004488;15;8;2019;3.250,00;5545;0;N;59;2019;"MATERIAL  PERMANENTE  PARA  A  ESCOLA  DE  ENSINO FUNDAMENTAL CONF RD 758 E CONTRATO No 075/2019 EM ANEXO NE 4487. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
5;502;12;365;2;2023;449052420000000;"44 90 52 42 00 00 00";1014;0;0201900004489;15;8;2019;15.000,00;1243;0;N;59;2019;"MATERIAL  PERMANENTE  PARA  AS  ESCOLAS  DE EDUCACAO INFANTIL CONF RD 760 E CONTRATO No 076/2019 EM ANEXO. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
5;501;4;122;1;2016;449052420000000;"44 90 52 42 00 00 00";1;0;0201900004490;15;8;2019;18.800,00;5545;0;N;59;2019;"MATERIAL  PERMANENTE PARA A SECRETARA DE EDUCACAO CONF RD 761 E CONTRATO No 075/2019. PROCESSO No 117/19 EDITAL No 65/19 PREGAO 59/19 PATRIM. No";PRP;1;X;X;00000000000000;2019
5;503;13;392;3;2027;339030230000000;"33 90 30 23 00 00 00";1;0;0201900004491;15;8;2019;3.129,00;7201;0;S;33;2019;"CAMISETAS  PARA USO DOS SERVIDORES QUE AJUDARAM NAS ATIVIDADES DA SEMANA DO MUNICIPIO CONF RD 785 EM ANEXO. PROCESSO  No  65/19  EDITAL  No  35/19  PREGAO  N  o  33/19  SRP  No  23/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004492;15;8;2019;4.755,00;4485;0;S;46;2019;"MATERIAL  DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA OS ESFS CONF RD 777 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004493;15;8;2019;1.084,50;6291;0;S;46;2019;"MATERIAL  DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA OS ESFS CONF RD 778 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004494;15;8;2019;1.068,50;7239;0;S;46;2019;"MATERIAL  DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA OS ESFS CONF RD 781 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004495;15;8;2019;3.795,00;6782;0;S;46;2019;"MATERIAL  DE  LIMPEZA  E  PRODUTOS DE HIGIENIZACAO PARA MANUTENCAO DOS ESFS CONF RD 782 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004496;15;8;2019;1.280,50;7241;0;S;46;2019;"MATERIAL  DE  LIMPEZA  E  PRODUTOS DE HIGIENIZACAO PARA MANUTENCAO DOS ESFS CONF RD 784 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004497;15;8;2019;241,50;6279;0;S;46;2019;"MATERIAL  DE  LIMPEZA  E  PRODUTOS DE HIGIENIZACAO PARA MANUTENCAO DOS ESFS CONF RD 779 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030210000000;"33 90 30 21 00 00 00";40;0;0201900004498;15;8;2019;437,50;6279;0;S;46;2019;"MATERIAL  DE  COPA  E COZINHA PARA MANUTENCAO DOS ESFS CONF RD 779 EM ANEXO NE 4497. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004499;15;8;2019;12.000,00;6780;0;S;46;2019;"MATERIAL  DE  LIMPEZA  E  PRODUTOS DE HIGIENIZACAO PARA MANUTENCAO DOS ESFS CONF RD 780 EM ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030079900000;"33 90 30 07 99 00 00";40;0;0201900004500;15;8;2019;468,00;6780;0;S;46;2019;"GENEROS ALIMENTICIOS PARA MANUTENCAO DOS ESFS CONF RD 780 EM ANEXO NE 4499.  PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030190000000;"33 90 30 19 00 00 00";40;0;0201900004501;15;8;2019;659,00;7237;0;S;46;2019;"GARRAFA   TERMICA  PARA  MANUTENCAO  DOS  ESFS  CONF  RD  783  EM  ANEXO. PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030220000000;"33 90 30 22 00 00 00";40;0;0201900004502;15;8;2019;84,00;7237;0;S;46;2019;"MATERIAL  DE LIMPEZA PARA MANUTENCAO DOS ESFS CONF RD 783 EM ANEXO NE 4501.  PROCESSO No 86/19 EDITAL No 49/19 PREGAO 46/19 SRP 28/19";PRP;1;X;X;00000000000000;2019
6;603;26;782;17;2111;339030990100000;"33 90 30 99 01 00 00";1;0;0201900004503;15;8;2019;1.299,00;4041;0;N;0;0;"MATERIAL  PARA  MANUTENCAO  DAS  MAQUINAS  E EQUIPAMENTOS DA SECR. DE OBRAS CONF RD 163 EM ANEXO. NE 4503 = R$ 259,82 NE 4504 = R$ 196,00";DPV;1;X;X;00000000000000;2019
6;603;26;782;17;2111;339030280000000;"33 90 30 28 00 00 00";1;0;0201900004504;15;8;2019;980,00;4041;0;N;0;0;"MATERIAL  DE PROTECAO E SEGURANCA PARA OS SERVIDORES DA SECR. DE OBRAS CONF RD 163 EM ANEXO NE 4503.";DPV;1;X;X;00000000000000;2019
2;203;4;124;1;2008;339014140000000;"33 90 14 14 00 00 00";1;0;0201900004505;15;8;2019;3.483,00;347;0;N;0;0;"02  E  1/2  DIARIAS A PORTO ALEGRE NO DIA 28, 29 E 30.08.19 PARA PARTICIPAR NO  6o  SEMINaRIO ESTADUAL DE CONTROLE INTERNO E OUVIDORIAS MUNICIPAIS CONF SD 785 EM ANEXO.";NSA;0;I;X;00000000000000;2019
2;201;4;122;1;2004;339014140000000;"33 90 14 14 00 00 00";1;0;0201900004506;15;8;2019;3.483,00;5113;0;N;0;0;"02  E  1/2  DIARIAS A PORTO ALEGRE NO DIA 28, 29 E 30.08.19 PARA PARTICIPAR NO  6o  SEMINaRIO ESTADUAL DE CONTROLE INTERNO E OUVIDORIAS MUNICIPAIS CONF SD 786 EM ANEXO.";NSA;0;I;X;00000000000000;2019
4;401;4;123;1;2015;339030440000000;"33 90 30 44 00 00 00";1;0;0201900004507;15;8;2019;135,00;5325;0;S;29;2019;"ADESIVO  COM  O BRASAO DO MUNICIPIO PARA IDENTIFICACAO DO VEICULO VOYAGE DA SECR. DA FAZENDA CONF RD 767 EM ANEXO. PROCESSO    No  59/19  EDITAL  No  31/19  PREGAO  No  29/19  SRP  No  19/19";DPV;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030369900000;"33 90 30 36 99 00 00";40;0;0201900004508;16;8;2019;8.465,00;5115;0;S;20;2019;"MATERIAL  HOSPITALAR  PARA  MANUTENCAO DOS ATENDIMENTOS JUNTO AOS ESFS CONF RD 790 EM ANEXO. PROCESSO No 38/19 EDITAL 21/19 PREGAO 20/19 SRP 12/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030369900000;"33 90 30 36 99 00 00";40;0;0201900004509;16;8;2019;5.050,00;5110;0;N;0;0;"MATERIAL  HOSPITALAR  PARA  MANUTENCAO DOS ATENDIMENTOS JUNTO AOS ESFS CONF RD 789 EM ANEXO. PROCESSO No 38/19 EDITAL 21/19 PREGAO 20/19 SRP 12/19";NSA;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030369900000;"33 90 30 36 99 00 00";40;0;0201900004510;16;8;2019;2.737,50;1834;0;S;20;2019;"MATERIAL  HOSPITALAR  PARA  MANUTENCAO DOS ATENDIMENTOS JUNTO AOS ESFS CONF RD 788 EM ANEXO. PROCESSO No 38/19 EDITAL 21/19 PREGAO 20/19 SRP 12/19";PRP;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339030369900000;"33 90 30 36 99 00 00";40;0;0201900004511;16;8;2019;4.301,50;6375;0;S;20;2019;"MATERIAL  HOSPITALAR  PARA  MANUTENCAO DOS ATENDIMENTOS JUNTO AOS ESFS CONF RD 787 EM ANEXO. PROCESSO No 38/19 EDITAL 21/19 PREGAO 20/19 SRP 12/19";PRP;1;X;X;00000000000000;2019
7;702;17;512;17;2046;339030540000000;"33 90 30 54 00 00 00";1;0;0201900004512;16;8;2019;34.500,00;4313;0;S;13;2019;"GRADES  PARA BOCA DE LOBO, PARA MANUTENCAO DAS VIAS PUBLICAS CONF RD 786 EM ANEXO. PROCESSO    No  24/19  EDITAL  No  13/19  PREGAO  No  13/19  SRP  No  08/19";PRP;1;X;X;00000000000000;2019
5;503;27;812;3;2029;339030240000000;"33 90 30 24 00 00 00";1;0;0201900004513;16;8;2019;8.000,00;7293;0;N;55;2019;"TRAVES DE FUTSAL PARA COLOCACAO NA PRACA JOAO SAFFI CONF RD 795 EM ANEXO. PROCESSO 133/19 DISPENSA 55/19";DPV;1;X;X;00000000000000;2019
5;503;13;392;3;2027;339039200000000;"33 90 39 20 00 00 00";1;0;0201900004514;16;8;2019;1.000,00;7293;0;N;55;2019;"CONSERTO  DA  PIRA  DO  FOGO  SIMBOLICO  NA PRACA JOAO SAFFI CONF RD 796 EM ANEXO. PROCESSO 133/19 DISPENSA 55/19";DPV;1;X;X;00000000000000;2019
5;502;12;361;2;2019;339039160000000;"33 90 39 16 00 00 00";20;0;0201900004515;16;8;2019;2.000,00;7293;0;N;55;2019;"INSTALACAO  DE  ESTRUTURA  DE  FERRO  NAS  LIXEIRAS  EM  FRENTE  A E.M.E.F. PRESIDENTE GETULIO VARGAS CONF RD 797 EM ANEXO. PROCESSO 133/19 DISPENSA 55/19";DPV;1;X;X;00000000000000;2019
7;702;15;451;17;2041;339039160000000;"33 90 39 16 00 00 00";1;0;0201900004516;16;8;2019;3.750,00;7293;0;N;55;2019;"CONSERTO  DOS MASTROS NO PALANQUE DA PRACA JOAO SAFFI CONF RD 798 EM ANEXO.  PROCESSO 133/19 DISPENSA 55/19";DPV;1;X;X;00000000000000;2019
5;503;13;392;3;2027;339030079900000;"33 90 30 07 99 00 00";1;0;0201900004517;16;8;2019;1.556,00;678;0;N;0;0;"GENEROS  ALIMENTICIOS  PARA COFFE BREAK DO ARTISTA ""BADIN O COLONO"" QUE IRA SE  APRESENTAR  NO MUNICIPIO DURANTE AS FESTIVIDADES MUNICIPAIS CONF RD 229 EM ANEXO.";DPV;1;X;X;00000000000000;2019
5;502;12;361;2;2019;339030240000000;"33 90 30 24 00 00 00";20;0;0201900004518;16;8;2019;6.680,00;4628;0;N;0;0;"MATERIAIS  PARA MANUTENCAO DE INFRAESTRUTURA PREDIAL DA E.M.E.F. PRESIDENTE GETULIO VARGAS CONF RD 226 EM ANEXO. NE 4518 = R$ 1.336,00 NE 4519 = R$ 1.200,00";DPV;1;X;X;00000000000000;2019
